"Persons guilty in crimes by type of offence, region and time"

" "," ","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
" ","Aabenraa",15,11,3,13,6,9,7,7,5,7
" ","Region Midtjylland",220,205,168,210,180,172,158,174,196,182
" ","Favrskov",7,9,7,9,9,9,4,3,5,5
" ","Hedensted",16,9,12,22,9,5,7,5,16,9
" ","Horsens",15,17,10,23,12,15,13,12,12,17
" ","Norddjurs",14,11,4,4,10,9,7,8,6,9
" ","Odder",4,6,4,2,2,3,2,1,1,2
" ","Randers",15,7,9,16,15,9,13,18,12,10
" ","Samsø",2,0,1,1,1,1,0,0,0,0
" ","Silkeborg",11,20,18,8,13,17,14,17,14,11
" ","Skanderborg",6,3,5,9,3,7,8,2,6,6
" ","Syddjurs",8,1,8,6,4,9,8,5,8,5
" ","Aarhus",34,33,20,36,26,14,21,30,32,29
" ","Herning",23,19,25,12,14,14,11,12,20,13
" ","Holstebro",11,9,11,6,8,5,7,4,13,6
" ","Ikast-Brande",9,5,6,10,13,10,6,2,5,7
" ","Lemvig",3,5,1,9,3,7,6,2,8,6
" ","Ringkøbing-Skjern",8,20,6,10,8,11,4,11,14,12
" ","Skive",10,5,4,10,12,9,11,6,6,12
" ","Struer",5,6,3,4,3,2,5,7,7,4
" ","Viborg",19,20,14,13,15,16,11,29,11,19
" ","Region Nordjylland",135,135,120,106,113,111,82,95,134,83
" ","Brønderslev",8,10,9,8,4,5,4,4,10,4
" ","Frederikshavn",15,13,14,11,12,16,7,13,19,7
" ","Hjørring",20,15,16,17,17,11,11,9,16,5
" ","Jammerbugt",7,8,5,11,9,6,8,6,9,7
" ","Læsø",0,0,0,1,3,0,1,1,0,1
" ","Mariagerfjord",15,11,10,4,9,7,4,8,9,13
" ","Morsø",7,8,5,5,9,4,8,5,6,6
" ","Rebild",6,6,6,3,6,10,2,6,3,7
" ","Thisted",13,5,10,6,12,7,8,12,14,3
" ","Vesthimmerlands",9,12,6,10,8,7,7,13,7,6
" ","Aalborg",35,47,39,30,24,38,22,18,41,24
"Drunken driving"
" ","All Denmark",7536,6970,6309,5592,4478,6239,6243,6246,5554,5595
" ","Region Hovedstaden",1717,1634,1533,1321,898,1580,1910,1610,1298,1459
" ","Copenhagen",468,524,496,411,270,485,670,581,448,454
" ","Frederiksberg",53,53,58,40,43,48,58,73,55,41
" ","Dragør",11,11,11,10,7,5,18,17,6,16
" ","Tårnby",45,42,68,51,30,54,68,53,32,38
" ","Albertslund",36,41,31,22,21,43,21,31,23,41
" ","Ballerup",57,49,38,46,25,44,40,32,34,32
" ","Brøndby",51,45,40,29,23,50,45,53,52,54
" ","Gentofte",41,46,36,32,19,42,68,47,39,33
" ","Gladsaxe",59,42,64,48,31,66,72,60,41,53
" ","Glostrup",25,25,26,17,13,28,28,22,19,24
" ","Herlev",23,27,27,20,17,33,27,18,34,27
" ","Hvidovre",72,63,36,43,27,50,50,57,38,40
" ","Høje-Taastrup",61,43,53,47,35,57,67,56,34,65
" ","Ishøj",32,17,19,28,24,36,30,36,26,28
" ","Lyngby-Taarbæk",26,25,25,17,29,16,44,27,31,31
" ","Rødovre",45,38,32,25,21,52,54,48,40,33
" ","Vallensbæk",11,10,7,10,5,11,16,16,12,13
" ","Allerød",17,13,20,9,4,11,18,7,8,9
" ","Egedal",30,34,20,20,18,29,39,19,25,23
" ","Fredensborg",38,24,38,25,15,41,33,28,25,38
" ","Frederikssund",73,58,59,64,36,57,75,46,36,50
" ","Furesø",21,27,14,24,13,26,28,16,19,31
" ","Gribskov",70,71,49,59,33,45,55,42,29,58
" ","Halsnæs",72,56,48,52,28,58,51,39,30,35
" ","Helsingør",77,88,56,53,31,48,81,75,42,67
" ","Hillerød",57,42,52,35,25,50,57,35,33,46
" ","Hørsholm",21,10,12,14,6,12,14,7,13,14
" ","Rudersdal",33,29,33,25,11,24,42,19,28,39
" ","Bornholm",92,81,65,45,38,59,41,50,46,26
" ","Christiansø",0,0,0,0,0,0,0,0,0,0
" ","Region Sjælland",1332,1361,1167,1002,776,1056,1050,947,956,952
" ","Greve",43,40,50,41,29,47,59,51,48,39
" ","Køge",57,66,83,59,45,73,65,56,67,71
" ","Lejre",26,30,26,28,9,26,26,10,23,19
" ","Roskilde",79,90,74,65,46,84,86,71,64,61
" ","Solrød",12,16,19,10,9,12,12,16,13,14
" ","Faxe",76,76,58,51,35,52,58,36,43,52
" ","Guldborgsund",160,132,86,97,88,89,96,75,68,69
" ","Holbæk",110,112,102,84,62,97,86,101,101,94
" ","Kalundborg",101,95,122,68,57,76,80,92,60,87
" ","Lolland",111,124,69,75,72,78,73,54,62,59
" ","Næstved",121,123,99,103,73,93,103,86,85,93
" ","Odsherred",92,81,77,49,39,60,54,86,70,59
" ","Ringsted",54,52,38,35,25,30,34,32,36,36
" ","Slagelse",114,155,113,108,80,109,91,65,77,85
" ","Sorø",46,50,39,33,33,32,35,19,34,34
" ","Stevns",35,35,37,32,23,21,31,28,31,36
" ","Vordingborg",95,84,75,64,51,77,61,69,74,44
" ","Region Syddanmark",1765,1583,1465,1347,1216,1510,1295,1552,1233,1285
" ","Assens",59,41,47,28,29,35,43,46,36,32
" ","Faaborg-Midtfyn",92,66,73,58,54,54,37,64,55,45
" ","Kerteminde",37,32,25,26,27,31,22,29,21,22
" ","Langeland",15,18,13,14,10,18,12,22,16,13
" ","Middelfart",51,42,34,30,30,35,28,40,26,26
" ","Nordfyns",52,32,40,34,41,35,39,42,31,30
" ","Nyborg",43,32,38,30,32,36,30,40,25,25
" ","Odense",273,205,211,199,155,203,139,235,182,164
" ","Svendborg",87,87,63,53,60,72,57,98,61,65
" ","Ærø",5,6,7,5,12,9,10,8,9,2
" ","Billund",54,36,28,33,24,37,34,34,32,28
" ","Esbjerg",186,153,157,150,106,192,140,144,129,138
" ","Fanø",4,5,6,1,5,1,3,0,3,1
" ","Fredericia",79,110,63,66,41,53,56,73,48,56
" ","Haderslev",70,92,67,63,69,93,88,87,65,61
" ","Kolding",118,102,90,99,95,100,92,97,78,91
" ","Sønderborg",90,79,97,76,80,83,113,115,104,137
" ","Tønder",67,66,59,38,49,61,54,69,51,53
" ","Varde",64,83,50,69,56,89,67,67,54,57
" ","Vejen",56,59,54,56,72,78,61,43,40,52
" ","Vejle",162,140,132,127,108,111,99,123,111,119
" ","Aabenraa",101,97,111,92,61,84,71,76,56,68
" ","Region Midtjylland",1769,1583,1505,1351,1047,1371,1368,1441,1353,1265
" ","Favrskov",43,48,46,37,22,30,38,46,40,39
" ","Hedensted",68,65,60,73,49,42,47,50,45,45
" ","Horsens",168,127,99,122,53,78,109,89,90,117
" ","Norddjurs",71,64,67,67,38,75,51,50,50,30
" ","Odder",32,25,22,14,10,14,12,11,10,10
" ","Randers",165,121,121,101,87,114,132,156,124,150
" ","Samsø",9,3,7,8,4,4,3,4,4,4
" ","Silkeborg",114,95,167,86,69,81,93,109,91,77
" ","Skanderborg",63,56,52,41,25,29,31,28,35,45
" ","Syddjurs",75,70,59,59,25,47,55,41,32,22
" ","Aarhus",299,285,234,206,137,193,226,193,195,204
" ","Herning",158,117,119,119,111,141,105,137,131,93
" ","Holstebro",98,87,60,74,45,114,80,72,76,71
" ","Ikast-Brande",60,54,61,61,61,60,60,68,55,53
" ","Lemvig",32,37,36,25,30,38,42,44,31,29
" ","Ringkøbing-Skjern",87,71,89,68,76,86,67,71,98,56
" ","Skive",77,98,64,60,74,62,61,89,86,89
" ","Struer",37,36,36,20,20,36,37,41,38,32
" ","Viborg",113,124,106,110,111,127,119,142,122,99
" ","Region Nordjylland",953,809,639,571,541,722,620,696,714,634
" ","Brønderslev",53,46,35,37,25,47,31,39,35,49
" ","Frederikshavn",124,88,80,73,59,75,73,70,92,68
" ","Hjørring",171,131,89,83,86,70,77,106,103,88
" ","Jammerbugt",63,57,37,28,26,56,48,49,53,36
" ","Læsø",3,2,5,1,3,2,1,2,1,6
" ","Mariagerfjord",70,50,49,59,36,54,40,50,56,42
" ","Morsø",35,34,36,35,37,55,26,36,37,28
" ","Rebild",43,27,20,19,18,29,20,26,22,23
" ","Thisted",63,54,62,46,68,104,61,78,58,88
" ","Vesthimmerlands",58,62,46,44,51,45,45,38,56,47
" ","Aalborg",270,258,180,146,132,185,198,202,201,159
"Vehicle defect offences"
" ","All Denmark",3920,3697,2676,1929,2166,1918,2637,3198,3216,2712
" ","Region Hovedstaden",748,786,441,330,321,255,442,428,389,318
" ","Copenhagen",181,186,113,83,72,57,80,78,85,63
" ","Frederiksberg",18,15,8,9,8,6,10,8,6,5
" ","Dragør",0,5,0,1,1,1,1,3,3,5
" ","Tårnby",28,32,12,13,12,7,21,26,12,11
" ","Albertslund",16,21,8,2,11,7,9,9,9,6
" ","Ballerup",22,37,12,12,7,3,7,13,13,9
" ","Brøndby",21,11,10,5,9,8,10,17,10,7
" ","Gentofte",12,10,3,3,8,2,5,4,3,1
" ","Gladsaxe",26,36,25,17,20,4,10,4,6,10
" ","Glostrup",9,10,9,3,7,6,8,10,7,5
" ","Herlev",16,24,11,6,4,4,4,5,11,6
" ","Hvidovre",33,25,26,18,15,15,24,19,8,15
" ","Høje-Taastrup",17,39,28,13,15,11,16,20,15,17
" ","Ishøj",15,27,7,7,8,9,6,13,7,7
" ","Lyngby-Taarbæk",13,7,4,2,1,1,3,6,4,1
" ","Rødovre",16,27,14,5,6,9,7,17,10,7
" ","Vallensbæk",7,8,4,1,3,2,7,1,5,6
" ","Allerød",7,5,6,5,3,1,3,3,3,5
" ","Egedal",25,19,11,10,4,1,23,15,13,12
" ","Fredensborg",15,12,3,3,4,0,4,5,7,7
" ","Frederikssund",16,27,8,5,13,9,51,32,29,21
" ","Furesø",11,6,3,0,5,2,7,4,6,6
" ","Gribskov",18,25,18,15,18,9,17,19,23,21
" ","Halsnæs",30,39,17,13,8,12,35,16,17,12
" ","Helsingør",30,37,18,21,17,12,22,15,9,9
" ","Hillerød",28,31,9,11,11,13,13,11,14,9
" ","Hørsholm",12,2,1,4,3,1,1,1,1,3
" ","Rudersdal",16,7,6,3,5,1,4,5,2,6
" ","Bornholm",90,56,47,40,23,42,34,49,51,26
" ","Christiansø",0,0,0,0,0,0,0,0,0,0
" ","Region Sjælland",661,692,459,319,336,250,336,413,429,347
" ","Greve",26,39,23,17,13,10,15,22,16,5
" ","Køge",33,50,30,26,27,12,26,26,20,23
" ","Lejre",12,16,11,7,8,2,5,6,14,12
" ","Roskilde",25,46,23,7,16,12,24,18,26,29
" ","Solrød",5,11,6,4,6,4,6,10,9,4
" ","Faxe",30,30,27,12,23,24,22,14,24,15
" ","Guldborgsund",80,61,41,37,36,30,27,31,36,25
" ","Holbæk",47,56,31,32,29,15,21,32,33,44
" ","Kalundborg",33,52,38,26,22,18,34,41,25,28
" ","Lolland",53,70,49,22,33,17,33,31,32,27
" ","Næstved",67,50,44,34,25,20,20,37,68,37
" ","Odsherred",44,57,28,24,18,14,15,21,17,10
" ","Ringsted",28,22,18,14,22,10,11,34,13,20
" ","Slagelse",101,60,46,17,20,28,28,34,40,21
" ","Sorø",31,17,10,14,7,9,19,16,20,12
" ","Stevns",10,16,13,9,8,4,4,13,8,10
" ","Vordingborg",36,39,21,17,23,21,26,27,28,25
" ","Region Syddanmark",1026,944,832,603,651,571,763,756,886,796
" ","Assens",26,25,18,14,11,16,18,16,24,22
" ","Faaborg-Midtfyn",40,33,14,21,16,17,27,32,37,53
" ","Kerteminde",19,10,15,8,7,6,8,12,19,18
" ","Langeland",7,6,8,0,6,11,6,9,14,11
" ","Middelfart",23,15,13,15,17,22,18,17,15,21
" ","Nordfyns",24,10,25,15,8,13,17,15,16,15
" ","Nyborg",24,10,15,16,28,26,18,23,27,21
" ","Odense",95,85,100,67,41,53,49,60,88,57
" ","Svendborg",32,46,27,21,28,22,25,27,31,49
" ","Ærø",2,0,8,1,3,6,1,1,2,2
" ","Billund",19,28,18,20,10,11,20,19,39,12
" ","Esbjerg",163,124,76,52,101,52,46,56,85,88
" ","Fanø",1,0,1,0,0,1,1,0,2,1
" ","Fredericia",29,73,51,41,21,13,37,43,21,32
" ","Haderslev",56,56,44,24,46,31,37,35,38,37
" ","Kolding",77,85,83,71,41,53,82,71,58,58
" ","Sønderborg",92,50,45,28,39,41,56,26,66,46
" ","Tønder",72,44,46,26,30,26,46,47,49,44
" ","Varde",49,31,40,15,31,22,56,53,52,42
" ","Vejen",39,30,43,26,35,28,51,41,58,46
" ","Vejle",52,117,87,73,60,53,77,89,72,64
" ","Aabenraa",85,66,55,49,72,48,67,64,73,57
" ","Region Midtjylland",888,856,659,470,602,569,807,1085,1017,922
" ","Favrskov",39,42,24,15,15,27,24,37,36,36
" ","Hedensted",30,67,46,44,30,36,59,66,40,66
" ","Horsens",74,81,75,64,50,55,81,71,60,56
" ","Norddjurs",34,53,54,26,27,35,37,57,39,65
" ","Odder",5,19,16,6,12,6,11,24,20,9
" ","Randers",84,74,66,43,48,60,57,85,74,92
" ","Samsø",5,8,5,4,6,2,6,2,0,3
" ","Silkeborg",52,52,28,13,34,20,50,71,60,54
" ","Skanderborg",33,33,27,29,14,19,30,28,24,14
" ","Syddjurs",26,27,25,15,11,36,31,39,22,37
" ","Aarhus",152,142,89,64,56,47,65,88,75,51
" ","Herning",66,45,41,31,59,48,69,75,92,85
" ","Holstebro",50,37,19,15,57,29,68,66,78,68
" ","Ikast-Brande",24,25,33,23,29,21,34,58,61,34
" ","Lemvig",22,10,10,3,17,14,23,32,30,21
" ","Ringkøbing-Skjern",68,32,23,24,44,26,53,85,91,48
" ","Skive",33,30,28,21,44,35,41,73,88,43
" ","Struer",21,14,5,4,14,11,25,39,26,38
" ","Viborg",70,65,45,26,35,42,43,89,101,102
" ","Region Nordjylland",597,419,285,207,256,273,289,516,495,329
" ","Brønderslev",28,16,17,11,20,19,16,68,57,16
" ","Frederikshavn",66,38,12,20,24,13,35,55,53,42
" ","Hjørring",79,51,30,17,30,34,36,55,51,36
" ","Jammerbugt",37,68,33,16,26,22,18,36,26,24
" ","Læsø",0,0,3,3,0,0,1,3,1,0
" ","Mariagerfjord",56,28,21,14,13,19,36,38,44,27
" ","Morsø",37,28,16,12,21,17,30,48,47,35
" ","Rebild",15,21,13,12,10,15,8,20,23,16
" ","Thisted",53,20,33,26,50,51,42,85,88,67
" ","Vesthimmerlands",36,29,15,16,14,20,16,19,43,19
" ","Aalborg",190,120,92,60,48,63,51,89,62,47
"Road Traffic Act, other"
" ","All Denmark",96062,94112,91372,90541,86354,81409,86775,113647,109063,93449
" ","Region Hovedstaden",29635,31658,29489,25377,24207,24271,26549,34164,33192,30616
" ","Copenhagen",8093,8285,8433,7177,7020,6968,7478,10582,10187,9239
" ","Frederiksberg",1300,1232,1325,1161,1107,1035,1071,1377,1299,1194
" ","Dragør",233,300,276,207,177,160,219,496,359,387
" ","Tårnby",672,655,604,545,474,451,513,891,790,729
" ","Albertslund",651,676,589,483,541,495,568,722,745,728
" ","Ballerup",836,847,761,612,595,623,712,850,867,799
" ","Brøndby",763,780,813,642,646,720,788,1005,1022,982
" ","Gentofte",1445,1340,1359,1305,1147,1158,1078,1351,1366,1436
" ","Gladsaxe",1123,1172,1157,932,1048,936,1107,1295,1407,1166
" ","Glostrup",401,404,415,328,345,360,375,541,518,477
" ","Herlev",441,498,437,368,397,433,438,551,565,532
" ","Hvidovre",1080,1111,888,734,747,703,779,1068,1041,948
" ","Høje-Taastrup",1017,1194,1226,936,942,905,1125,1404,1413,1238
" ","Ishøj",549,682,690,503,502,542,553,773,751,687
" ","Lyngby-Taarbæk",764,778,1047,764,598,593,662,797,844,872
" ","Rødovre",631,591,607,493,559,541,641,851,758,749
" ","Vallensbæk",311,339,317,266,330,276,340,443,418,407
" ","Allerød",419,389,362,340,280,355,364,324,361,261
" ","Egedal",835,873,754,653,551,578,773,799,712,665
" ","Fredensborg",939,918,785,763,613,609,694,807,766,751
" ","Frederikssund",894,957,687,671,627,719,927,941,867,818
" ","Furesø",699,702,628,542,552,475,632,597,632,534
" ","Gribskov",762,1447,769,750,783,742,849,1042,817,781
" ","Halsnæs",674,676,519,453,456,483,515,692,801,614
" ","Helsingør",1105,1372,1067,1091,1023,1111,979,1245,1146,1034
" ","Hillerød",1001,1233,766,674,648,717,714,885,882,853
" ","Hørsholm",534,554,463,455,368,414,383,450,459,444
" ","Rudersdal",1154,1295,1421,1179,824,815,869,991,976,971
" ","Bornholm",309,358,324,350,307,352,402,394,423,320
" ","Christiansø",0,0,0,0,0,2,1,0,0,0
" ","Region Sjælland",17236,16410,14254,14332,13018,12891,13342,18194,17189,14864
" ","Greve",1063,1323,1189,817,723,794,1027,1240,1185,1010
" ","Køge",1173,1305,1089,1085,956,875,993,1458,1382,1172
" ","Lejre",595,499,412,422,353,303,354,467,453,407
" ","Roskilde",1394,1331,1414,1354,1114,1052,1067,1559,1397,1103
" ","Solrød",457,471,450,334,364,303,354,510,465,428
" ","Faxe",985,883,733,883,849,744,852,1073,998,848
" ","Guldborgsund",1544,1206,1041,1013,962,1081,930,1224,1166,1011
" ","Holbæk",1302,1217,1259,986,935,801,943,1363,1317,1193
" ","Kalundborg",993,895,786,700,646,669,674,913,930,841
" ","Lolland",1064,941,717,801,788,837,758,957,734,715
" ","Næstved",1694,1673,1276,1792,1444,1515,1340,2034,1849,1518
" ","Odsherred",504,500,464,420,351,369,427,541,529,512
" ","Ringsted",697,621,532,495,500,495,573,714,769,701
" ","Slagelse",1462,1467,1157,1247,1124,1226,1261,1730,1530,1288
" ","Sorø",615,665,545,552,509,581,540,683,649,561
" ","Stevns",526,524,426,467,425,351,441,575,571,492
" ","Vordingborg",1168,889,764,964,975,895,808,1153,1265,1064
" ","Region Syddanmark",22447,19521,20409,19451,19009,17296,17763,23276,21177,18072
" ","Assens",706,771,752,536,828,755,629,856,748,692
" ","Faaborg-Midtfyn",939,802,792,785,745,743,731,939,800,704
" ","Kerteminde",466,377,360,298,305,271,248,451,402,321
" ","Langeland",164,150,120,152,199,175,141,201,177,142
" ","Middelfart",664,623,717,577,776,646,604,739,652,584
" ","Nordfyns",516,565,512,597,510,588,521,586,623,541
" ","Nyborg",604,355,422,437,344,332,332,561,499,487
" ","Odense",3675,3350,3506,2897,2581,2710,2846,3812,3441,2686
" ","Svendborg",873,702,713,551,727,686,686,938,744,714
" ","Ærø",40,42,59,31,74,54,43,41,47,31
" ","Billund",514,481,560,693,482,379,492,593,580,416
" ","Esbjerg",1985,1849,1996,1647,1665,1309,1366,1870,1728,1289
" ","Fanø",23,30,23,20,24,19,27,31,16,15
" ","Fredericia",931,747,780,928,1023,827,919,1156,948,773
" ","Haderslev",1278,1186,1098,959,813,857,909,1092,1058,906
" ","Kolding",1791,1639,1751,2061,1443,1350,1477,1935,1645,1500
" ","Sønderborg",1078,877,993,818,836,920,910,1100,1138,1169
" ","Tønder",659,601,698,675,622,615,616,878,846,742
" ","Varde",979,733,776,781,840,692,790,940,873,718
" ","Vejen",886,704,780,815,812,643,656,884,907,700
" ","Vejle",2555,2022,2145,2334,2627,1944,1879,2424,2149,1860
" ","Aabenraa",1121,915,856,859,733,781,941,1249,1156,1082
" ","Region Midtjylland",18948,18330,19425,22888,20512,18095,20753,26353,25489,19984
" ","Favrskov",636,593,627,846,790,605,652,799,805,600
" ","Hedensted",1028,892,843,1083,954,918,881,1066,985,890
" ","Horsens",1421,1313,1388,1460,1531,1321,1392,1689,1823,1437
" ","Norddjurs",495,500,503,651,615,528,641,722,599,527
" ","Odder",288,306,313,393,326,257,270,387,331,237
" ","Randers",1450,1462,1483,1567,1664,1136,1355,2024,1999,1620
" ","Samsø",25,32,24,24,41,24,33,41,45,31
" ","Silkeborg",1329,1366,1371,1829,1702,1525,1668,2279,2017,1490
" ","Skanderborg",951,835,981,985,1008,810,1045,1046,957,713
" ","Syddjurs",554,559,554,671,621,656,654,801,844,687
" ","Aarhus",4236,4074,4384,4973,4254,3832,4810,5972,6085,4499
" ","Herning",1248,1349,1370,1719,1463,1364,1439,1936,1717,1478
" ","Holstebro",805,752,867,962,846,871,937,1343,1274,1134
" ","Ikast-Brande",730,734,989,1049,818,717,829,1035,872,847
" ","Lemvig",349,292,354,344,334,343,378,457,427,311
" ","Ringkøbing-Skjern",874,806,932,1087,902,878,958,1263,1091,843
" ","Skive",737,659,670,861,783,698,852,1000,1045,759
" ","Struer",278,250,333,343,284,309,347,458,470,347
" ","Viborg",1514,1556,1439,2041,1576,1303,1612,2035,2103,1534
" ","Region Nordjylland",7796,8193,7795,8493,9608,8856,8368,11660,12016,9913
" ","Brønderslev",520,551,441,477,535,561,499,708,728,569
" ","Frederikshavn",954,729,641,822,798,756,728,973,946,701
" ","Hjørring",896,886,629,657,934,716,987,1264,1055,833
" ","Jammerbugt",542,663,593,655,706,564,548,793,871,676
" ","Læsø",9,7,8,16,12,7,10,13,11,11
" ","Mariagerfjord",655,643,608,586,866,716,591,909,1014,881
" ","Morsø",276,221,246,316,360,413,426,533,472,425
" ","Rebild",383,444,434,416,529,487,429,570,605,563
" ","Thisted",455,476,604,828,864,1023,1022,1225,1244,978
" ","Vesthimmerlands",467,603,488,606,652,630,583,776,798,771
" ","Aalborg",2639,2970,3103,3114,3352,2983,2545,3896,4272,3505
"Special laws, total"
" ","All Denmark",36222,43442,42606,41655,39098,43217,51127,41000,39548,48941
" ","Region Hovedstaden",10909,14064,12934,13958,13160,12960,16655,13593,15053,15977
" ","Copenhagen",4648,5656,5199,5212,4933,4859,6764,5643,7154,6164
" ","Frederiksberg",470,614,592,647,599,549,763,625,672,671
" ","Dragør",48,77,68,83,72,65,85,67,70,88
" ","Tårnby",249,324,332,296,287,296,414,316,304,359
" ","Albertslund",258,292,287,240,322,274,324,306,228,308
" ","Ballerup",313,388,333,312,349,312,386,297,263,347
" ","Brøndby",300,395,347,329,396,349,441,343,342,424
" ","Gentofte",276,342,382,505,423,433,491,364,386,561
" ","Gladsaxe",389,498,439,440,530,461,538,463,455,554
" ","Glostrup",158,231,189,158,180,179,224,172,189,214
" ","Herlev",181,208,203,193,223,216,236,156,172,212
" ","Hvidovre",360,534,404,403,473,366,463,406,413,404
" ","Høje-Taastrup",378,465,373,379,470,445,546,414,440,534
" ","Ishøj",161,217,198,219,296,218,280,261,253,274
" ","Lyngby-Taarbæk",206,235,247,301,251,273,322,276,249,353
" ","Rødovre",292,365,282,286,330,300,367,321,323,337
" ","Vallensbæk",94,90,103,87,120,104,156,100,124,111
" ","Allerød",66,123,114,138,118,93,107,95,83,111
" ","Egedal",142,165,213,261,194,213,245,197,180,250
" ","Fredensborg",162,254,221,298,223,251,349,255,252,304
" ","Frederikssund",279,297,345,434,318,402,424,340,338,447
" ","Furesø",131,190,207,233,162,201,263,193,164,238
" ","Gribskov",180,313,307,402,312,291,405,292,299,407
" ","Halsnæs",169,234,251,317,207,265,291,208,187,268
" ","Helsingør",299,601,363,588,443,483,535,457,534,635
" ","Hillerød",209,320,298,389,303,367,383,326,328,482
" ","Hørsholm",64,98,88,168,128,122,134,103,87,161
" ","Rudersdal",167,206,235,351,274,319,341,309,267,358
" ","Bornholm",260,332,314,289,224,254,377,288,296,401
" ","Christiansø",0,0,0,0,0,0,1,0,1,0
" ","Region Sjælland",4886,6802,6782,6696,5654,7015,8043,6253,5422,7663
" ","Greve",242,354,341,350,295,370,355,300,307,349
" ","Køge",364,472,469,344,399,488,517,421,376,482
" ","Lejre",125,212,204,226,141,180,193,160,157,177
" ","Roskilde",527,925,597,633,579,659,645,529,487,593
" ","Solrød",73,153,121,124,113,142,163,118,133,179
" ","Faxe",228,263,322,349,256,313,426,277,239,383
" ","Guldborgsund",402,545,618,562,537,576,709,519,430,605
" ","Holbæk",370,540,515,538,437,585,681,540,488,681
" ","Kalundborg",276,399,388,429,315,422,468,481,341,496
" ","Lolland",264,377,437,375,371,382,548,354,279,465
" ","Næstved",500,666,702,735,526,649,845,638,558,893
" ","Odsherred",181,251,269,256,224,307,334,286,262,341
" ","Ringsted",202,247,249,258,236,298,301,271,229,320
" ","Slagelse",502,628,685,690,531,759,866,607,517,773
" ","Sorø",160,211,260,208,192,265,298,218,172,272
" ","Stevns",140,186,191,205,154,207,154,148,147,186
" ","Vordingborg",330,373,414,414,348,413,540,386,300,468
" ","Region Syddanmark",7548,8073,8779,8040,8171,9142,11062,9155,7618,10236
" ","Assens",166,213,244,236,204,264,327,241,195,286
" ","Faaborg-Midtfyn",231,267,287,280,265,342,369,283,234,356
" ","Kerteminde",120,128,147,126,118,136,180,138,110,150
" ","Langeland",38,74,92,82,76,94,103,99,82,116
" ","Middelfart",161,249,238,209,224,239,293,206,196,262
" ","Nordfyns",134,195,240,200,205,238,234,211,166,207
" ","Nyborg",143,163,164,177,175,217,227,200,182,234
" ","Odense",1383,1440,1365,1225,1492,1608,1641,1410,1167,1498
" ","Svendborg",315,386,383,370,370,424,433,375,353,483
" ","Ærø",30,29,34,22,41,45,44,29,32,39
" ","Billund",140,133,170,180,169,136,227,175,161,201
" ","Esbjerg",990,996,1074,896,816,1007,1262,1419,979,1254
" ","Fanø",10,25,17,22,13,23,25,25,15,27
" ","Fredericia",420,334,394,409,411,345,556,429,346,480
" ","Haderslev",340,435,450,432,451,545,554,403,325,522
" ","Kolding",708,601,637,623,629,599,948,696,622,830
" ","Sønderborg",329,424,464,421,438,566,670,419,380,574
" ","Tønder",214,270,272,246,278,327,402,332,244,373
" ","Varde",265,308,411,325,369,429,441,401,348,426
" ","Vejen",268,276,373,345,278,348,377,316,269,399
" ","Vejle",773,745,827,797,746,704,1156,895,795,1007
" ","Aabenraa",370,382,496,417,403,506,593,453,417,512
" ","Region Midtjylland",8376,9039,9426,8360,8110,9522,10986,8327,7888,10105
" ","Favrskov",222,258,272,239,194,281,274,241,204,275
" ","Hedensted",268,251,350,363,320,297,470,295,301,355
" ","Horsens",671,683,693,651,591,650,1031,692,676,788
" ","Norddjurs",261,342,323,320,265,342,350,268,224,305
" ","Odder",110,90,113,99,111,126,142,121,78,129
" ","Randers",753,833,818,692,708,780,922,771,661,852
" ","Samsø",15,23,33,28,22,32,23,26,22,29
" ","Silkeborg",591,631,668,525,622,720,777,626,578,707
" ","Skanderborg",258,216,285,316,269,252,375,275,274,302
" ","Syddjurs",203,273,283,249,211,324,324,244,173,276
" ","Aarhus",2284,2370,2374,2121,2099,2720,2822,2067,2014,2658
" ","Herning",593,584,699,649,630,669,750,542,538,761
" ","Holstebro",413,457,425,364,357,411,484,397,382,458
" ","Ikast-Brande",213,267,339,270,257,286,371,280,274,344
" ","Lemvig",118,162,159,132,114,138,156,121,159,175
" ","Ringkøbing-Skjern",302,355,398,338,315,350,402,312,299,407
" ","Skive",365,365,349,297,319,340,345,348,321,385
" ","Struer",118,140,165,116,127,144,169,116,121,167
" ","Viborg",618,739,680,591,579,660,799,585,589,732
" ","Region Nordjylland",4503,5464,4685,4601,4003,4578,4381,3672,3567,4960
" ","Brønderslev",237,291,272,238,248,294,246,210,200,327
" ","Frederikshavn",389,448,357,403,415,430,391,351,296,491
" ","Hjørring",596,659,510,509,468,482,514,440,444,624
" ","Jammerbugt",243,281,281,272,271,283,259,255,210,351
" ","Læsø",10,12,8,13,11,10,15,11,12,15
" ","Mariagerfjord",279,370,358,326,247,339,254,263,244,319
" ","Morsø",125,169,143,160,122,169,161,105,117,148
" ","Rebild",171,226,220,234,159,193,170,174,154,187
" ","Thisted",259,342,318,302,277,328,334,255,250,398
" ","Vesthimmerlands",229,329,332,319,247,294,290,261,252,337
" ","Aalborg",1965,2337,1886,1825,1538,1756,1747,1347,1388,1763
"Euphoriants Act"
" ","All Denmark",11885,13224,11446,9891,9383,12233,13457,12028,10483,11278
" ","Region Hovedstaden",4917,5801,5162,4495,3918,4844,5981,5055,4413,4506
